wid,arm,genome,contig,start,gc,L,span_start,placement,cds_frac,exact,tok_acc,nt_acc,max_run_nt,logp_true
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,1,29,random,,0,0.0,0.3333333333333333,1,-8.4482
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,1,123,random,,0,0.0,0.3333333333333333,2,-6.1903
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,1,478,random,,0,0.0,0.5,2,-6.6145
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,1,388,random,,0,0.0,0.3333333333333333,1,-7.7645
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,1,166,random,,1,1.0,1.0,6,-1.0921
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,1,356,random,,0,0.0,0.0,0,-10.0664
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,2,245,random,,0,0.0,0.3333333333333333,1,-6.9429
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,2,30,random,,0,0.0,0.5833333333333334,5,-6.3723
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,2,61,random,,0,0.0,0.3333333333333333,2,-7.6495
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,2,166,random,,0,0.5,0.9166666666666666,7,-3.4454
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,2,393,random,,0,0.0,0.25,2,-6.9761
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,2,134,random,,0,0.5,0.5833333333333334,6,-6.7651
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,5,352,random,,0,0.0,0.2,2,-9.1497
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,5,278,random,,0,0.0,0.5666666666666667,4,-7.0077
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,5,112,random,,0,0.0,0.36666666666666664,5,-7.3039
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,5,432,random,,0,0.0,0.7,7,-6.2484
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,5,205,random,,0,0.0,0.4666666666666667,3,-7.5912
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,5,154,random,,0,0.0,0.5,4,-8.3056
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,10,59,random,,0,0.0,0.4,5,-7.8814
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,10,468,random,,0,0.0,0.3333333333333333,4,-8.3798
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,10,308,random,,0,0.0,0.4666666666666667,5,-7.38
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,10,244,random,,0,0.0,0.4,3,-7.3648
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,10,363,random,,0,0.0,0.31666666666666665,4,-8.3213
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,10,391,random,,0,0.0,0.16666666666666666,3,-8.1092
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,20,200,random,,0,0.0,0.375,5,-7.6704
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,20,413,random,,0,0.0,0.45,6,-7.299
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,20,343,random,,0,0.05,0.44166666666666665,6,-7.0683
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,20,73,random,,0,0.0,0.2916666666666667,3,-7.7903
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,20,414,random,,0,0.05,0.44166666666666665,6,-7.0907
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,20,227,random,,0,0.0,0.3333333333333333,6,-7.9321
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,40,204,random,,0,0.0,0.3625,5,-7.9278
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,40,161,random,,0,0.0,0.32083333333333336,4,-8.1429
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,40,226,random,,0,0.0,0.35833333333333334,5,-7.7151
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,40,235,random,,0,0.0,0.375,5,-7.5758
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,40,370,random,,0,0.0,0.3375,4,-7.9358
94,member,Salibacter,NZ_WACR01000001.1,66534,0.3663,40,79,random,,0,0.0,0.37083333333333335,7,-7.5544
98,member,Agitococcus,NZ_QAON01000025.1,6468,0.3873,1,169,random,,0,0.0,0.5,3,-5.4426
98,member,Agitococcus,NZ_QAON01000025.1,6468,0.3873,1,463,random,,0,0.0,0.16666666666666666,1,-8.7175
98,member,Agitococcus,NZ_QAON01000025.1,6468,0.3873,1,363,random,,0,0.0,0.0,0,-11.9341
98,member,Agitococcus,NZ_QAON01000025.1,6468,0.3873,1,419,random,,0,0.0,0.3333333333333333,1,-7.8333
